Id,Code,Name,Retired,North Limit,South Limit,West Limit,East Limit
3233,kym,Kpatili,,5.232,5.097,21.807,21.911
3234,kyn,Binukidnon, Northern,,9.992,9.992,122.816,122.816
3235,kyo,Kelon,,-8.327,-8.465,124.329,124.529
3236,kyp,Kang,,23.51,23.329,99.33,99.517
3237,kyq,Kenga,,12.113,11.575,17.71,18.583
3238,kyr,Kuruáya,,-2.981,-3.213,-52.416,-52.044
3239,kys,Kayan, Baram,,3.814,3.245,114.099,115.195
3240,kyt,Kayagar,,-6.111,-6.583,138.593,139.27
3241,kyu,Kayah, Western,,19.988,18.492,96.99,97.985
3242,kyv,Kayort,,26.715,26.565,87.455,87.754
3243,kyw,Kudmali,,25.92,25.92,87.33,87.33
3244,kyx,Rapoisi,,-5.692,-5.899,154.692,154.976
3245,kyy,Kambaira,,-6.232,-6.299,146.06,146.106
3246,kyz,Kayabí,,-8.792,-11.624,-57.738,-53.48
3247,kza,Karaboro, Western,,10.765,10.533,-4.845,-4.685
3248,kzb,Kaibobo,,-3.093,-3.352,128.056,128.375
3249,kzc,Kulango, Bondoukou,,8.805,7.487,-4.047,-2.346
3250,kzd,Kadai,,-1.688,-1.836,125.084,125.574
3251,kze,Kosena,,-6.443,-6.492,145.637,145.684
3252,kzf,Kaili, Da'a,,-0.954,-1.479,119.295,119.76
3253,kzg,Kikai,,28.37,28.265,129.922,130.043
3254,kzh,Kenuzi-Dongola (retired),true,24.49,17.84,30.263,32.97
3255,kzi,Kelabit,,4.365,3.074,114.708,115.656
3256,kzj,Kadazan, Coastal,,6.085,5.473,115.815,116.312
3257,kzk,Kazukuru,,-8.23886,-8.23886,157.687,157.687
3258,kzl,Kayeli,,-3.374,-3.405,127.104,127.131
3259,kzm,Kais,,-1.653,-1.915,132.219,132.405
3260,kzn,Kokola,,-15.99,-16.715,35.196,36.159
3261,kzo,Kaningi,,-1.667,-1.782,13.519,13.703
3262,kzp,Kaidipang,,0.964,0.702,123.096,123.337
3263,kzq,Kaike,,28.883,28.823,83.071,83.205
3264,kzr,Karang,,8.361,7.174,14.536,15.553
3265,kzs,Dusun, Sugut,,6.231,6.036,117.055,117.297
3266,kzt,Dusun, Tambunan,,5.76,5.585,116.275,116.471
3267,kzu,Kayupulau,,-2.533,-2.54,140.774,140.783
3268,kzv,Komyandaret,,-5.158,-5.35,140.129,140.296
3269,kzw,Karirí-Xocó,,-9.84999,-9.84999,-36.3333,-36.3333
3270,kzx,Kamarian,,-3.356,-3.456,128.404,128.648
3271,kzz,Kalabra,,-1.149,-1.586,131.428,131.806
3272,laa,Subanen, Southern,,7.876,7.359,122.779,123.482
3273,lac,Lacandon,,17.107,16.934,-91.568,-91.279
3274,lad,Ladino,,41.225,41.181,28.631,28.721
3275,lae,Pattani,,32.776,32.593,76.42,76.774
3276,laf,Lafofa,,10.372,10.124,30.653,30.945
3277,lag,Langi,,-4.286,-5.41,35.552,36.351
3278,lai,Lambya,,-9.281,-10.47,32.844,33.665
3279,laj,Lango,,2.692,1.472,32.1,34.01
3280,lak,Laka,,9.215,9.109,11.153,11.303
3281,lal,Lalia,,-0.452,-1.931,22.894,23.832
3282,lam,Lamba,,-10.614,-14.74,26.012,29.809
3283,lan,Laru,,10.633,10.509,4.375,4.495
3284,lao,Lao,,20.777,13.924,100.989,106.981
3285,laq,Qabiao,,23.285,22.823,104.749,104.959
3286,lar,Larteh,,5.981,5.882,-0.12,-0.036
3287,las,Lama,,10.211,6.104,-0.84,1.806
3288,lat,Latin,,41.9026,41.9026,12.4502,12.4502
3289,lau,Laba,,1.744,1.588,127.536,127.631
3290,law,Lauje,,0.712,-0.504,119.915,120.521
3291,lax,Tiwa,,26.201,25.939,92.117,92.4
3292,laz,Aribwatsa,,-6.72266,-6.72266,146.991,146.991
3293,lba,Lui,,21.402,21.289,99.608,99.716
3294,lbb,Label,,-4.341,-4.501,152.645,152.719
3295,lbc,Lakkia,,24.308,23.93,109.924,110.288
3296,lbe,Lak,,45.002,41.865,45.617,47.743
3297,lbf,Tinani,,32.918,32.078,76.746,78.76
3298,lbg,Laopang,,20.7809,20.7809,100.079,100.079
3299,lbi,La'bi,,7.899,7.811,15.238,15.338
3300,lbj,Ladakhi,,35.416,31.928,76.507,79.084
3303,lbm,Lodhi,,20.8954,20.8954,84.9463,84.9463
3304,lbn,Lamet,,20.644,19.335,99.521,101.213
3305,lbo,Laven,,15.633,14.978,106.049,106.595
3306,lbq,Wampar,,-6.439,-6.965,146.386,146.937
3307,lbr,Lorung, Northern,,27.58,27.336,87.077,87.354
3308,lbs,Libyan Sign Language,,29.512,29.512,17.573,17.573
3309,lbt,Lachi,,23.002,22.685,104.536,104.963
3310,lbu,Labu,,-6.705,-6.803,146.837,146.969
3311,lbv,Lavatbura-Lamusong,,-3.078,-3.35,151.616,151.84
3312,lbw,Tolaki,,-3.437,-4.57,120.873,122.903
3313,lbx,Lawangan,,-0.333,-2.481,115.09,116.662
3314,lby,Lamu-Lamu,,-13.921,-14.636,143.166,144.082
3315,lbz,Lardil,,-16.391,-16.856,139.092,139.737
3316,lcc,Legenyem,,-0.134,-0.425,130.601,130.898
3317,lcd,Lola,,-6.184,-6.531,134.766,134.894
3318,lce,Loncong,,1.525,-3.107,102.435,107.682
3319,lcf,Lubu,,0.823,0.544,99.646,99.845
3320,lch,Lucazi,,-12.325,-15.128,19.186,24.38
3321,lcl,Lisela,,-3.055,-3.411,126.011,127.12
3322,lcm,Tungag,,-2.359,-2.684,149.653,150.54
3323,lcp,Lawa, Western,,22.175,18.121,97.769,100.708
3324,lcq,Luhu (retired),true,-3.073,-3.486,127.545,128.01
3325,lcs,Lisabata-Nuniali,,-2.842,-2.974,128.112,128.894
3326,ldb,Idun,,9.233,9.046,7.674,7.877
3327,ldd,Luri,,10.098,10.021,9.528,9.667
3328,ldg,Lenyima,,6.00131,6.00131,8.28951,8.28951
3329,ldh,Lamja-Dengsa-Tola,,8.751,8.477,12.032,12.296
3330,ldi,Kilari,,-3.093,-4.897,13.819,15.336
3331,ldj,Lemoro,,10.479,10.365,8.642,8.768
3332,ldk,Leelau,,9.338,9.226,11.081,11.246
3333,ldl,Kaan,,9.762,9.655,12.054,12.248
3334,ldm,Landoma,,11.983,10.503,-14.832,-13.418
3335,ldo,Loo,,9.445,9.367,10.983,11.119
3336,ldp,Tso,,9.608,9.454,11.424,11.571
3337,ldq,Lufu,,7.25555,7.25555,10.9499,10.9499
3338,lea,Lega-Shabunda,,-1.519,-4.008,25.954,28.331
3339,leb,Lala-Bisa,,-10.803,-14.586,29.175,32.583
3340,lec,Leco,,-14.907,-15.112,-67.988,-67.776
3341,led,Lendu,,2.598,1.462,30.102,30.945
3342,lee,Lyélé,,12.893,12.033,-2.884,-2.301
3343,lef,Lelemi,,7.466,7.183,0.357,0.658
3344,leg,Lengua,,-21.564,-23.368,-60.043,-57.767
3345,leh,Lenje,,-13.979,-15.552,26.798,29.718
3346,lei,Lemio,,-5.603,-5.621,146.428,146.454
3347,lej,Lengola,,0.204,-2.191,24.398,26.271
3348,lek,Leipon,,-1.957,-1.972,147.208,147.337
3349,lel,Lele,,-4.275,-5.622,20.034,21.101
3350,lem,Nomaande,,4.729,4.412,10.816,11.015
3351,len,Lenca,,14.735,13.149,-88.604,-87.293
3352,leo,Leti,,4.57457,4.57457,11.405,11.405
3353,lep,Lepcha,,27.76,26.949,87.724,89.288
3354,leq,Lembena,,-4.869,-5.104,143.77,144.011
3355,ler,Lenkau,,-2.319,-2.359,147.707,147.764
3356,les,Lese,,2.654,0.735,28.29,30.294
3357,let,Lesing-Gelimi,,-6.145,-6.207,150.496,150.571
3358,lev,Lamma,,-8.295,-8.551,123.905,124.195
3359,lew,Kaili, Ledo,,-0.12,-1.87,119.695,121.652
3360,lex,Luang,,-7.821,-8.284,127.761,129.613
3361,ley,Lemolang,,-2.585,-2.678,120.22,120.321
3362,lez,Lezgi,,42.313,40.959,47.256,48.781
3363,lfa,Lefa,,5.348,4.788,10.872,11.356
3364,lga,Lungga,,-8.065,-8.181,156.532,156.613
3365,lgb,Laghu,,-7.666,-8.076,158.767,159.034
3366,lgg,Lugbara,,3.416,2.698,30.413,31.398
3367,lgh,Laghuu,,22.616,21.982,103.594,104.342
3368,lgi,Lengilu,,3.762,3.623,115.851,115.969
3369,lgk,Neverver,,-16.127,-16.241,167.448,167.549
3370,lgl,Wala,,-8.775,-8.925,160.697,160.785
3371,lgm,Lega-Mwenga,,-2.939,-3.929,27.608,28.916
3372,lgn,Opuuo,,8.689,8.322,33.635,34.035
3373,lgq,Logba,,6.957,6.888,0.398,0.463
3374,lgr,Lengo,,-9.408,-9.684,160.208,160.632
3375,lgt,Pahi,,-3.76,-3.836,142.224,142.374
3376,lgu,Longgu,,-9.601,-9.808,160.531,160.795
3377,lgz,Ligenza,,2.997,2.242,21.897,23.004
3378,lha,Laha,,22.072,21.484,103.649,103.943
3379,lhi,Lahu Shi,,21.2078,21.2078,100.97,100.97
3380,lhl,Lohar, Lahul,,32.583,32.583,77,77
3381,lhm,Lhomi,,28.097,27.059,87.128,88.302
3382,lhn,Lahanan,,2.776,2.673,113.822,114.073
3383,lhp,Lhokpu,,26.96,26.882,89.272,89.348
3384,lhs,Mlahsö,,37.0311,37.0311,41.2209,41.2209
3385,lht,Lo-Toga,,-13.225,-13.451,166.58,166.705
3386,lhu,Lahu,,24.059,16.271,98.089,102.902
3387,lia,Limba, West-Central,,9.805,9.148,-12.813,-11.814
3388,lib,Likum,,-2.16,-2.163,146.693,146.696
3389,lic,Hlai,,19.487,18.161,108.727,110.19
3390,lid,Nyindrou,,-1.972,-2.255,146.506,146.719
3391,lie,Likila,,1.904,1.56,18.793,19.251
3392,lif,Limbu,,27.704,26.792,87.195,88.26
3393,lig,Ligbi,,9.2,7.812,-3.015,-2.24
3394,lih,Lihir,,-2.771,-3.227,152.52,152.691
3395,lii,Lingkhim,,27.011,26.972,87.972,88.026
3396,lij,Ligurian,,44.685,43.728,7.35,10.057
3397,lik,Lika,,2.347,1.938,27.38,27.837
3398,lil,Lillooet,,50.89,49.913,-122.782,-121.801
3399,lim,Limburgish,,51.362,50.697,5.132,6.225
3400,lin,Lingala,,1.40324,1.40324,19.7829,19.7829
3401,lio,Liki,,-1.584,-1.706,138.711,138.807
3402,lip,Sekpele,,7.21,7.127,0.546,0.631
3403,liq,Libido,,8.254,7.867,38.369,38.631
3404,lir,Liberian English,,6.58,6.221,-10.828,-10.228
3405,lis,Lisu,,27.77,16.38,96.951,100.771
3406,lit,Lithuanian,,56.447,53.901,20.942,26.872
3407,liu,Logorik,,11.226,11.047,29.614,29.863
3408,liv,Liv,,57.763,56.777,21.429,24.11
3409,liw,Col,,-3.104,-3.693,102.648,103.238
3410,lix,Liabuku,,-5.272,-5.35,122.661,122.738
3411,liy,Banda-Bambari,,7.097,5.285,20.007,21.959
3412,liz,Libinza,,2.199,1.43,18.388,19.389
3413,lje,Rampi,,-1.922,-2.379,120.12,120.592
3414,lji,Laiyolo,,-6.313,-6.499,120.46,120.506
3415,ljl,Li'o,,-8.433,-8.897,121.543,122.122
3416,ljp,Lampung Api,,-4.23,-5.971,104.172,105.866
3417,lka,Lakalei,,-8.773,-8.951,125.619,125.814
3419,lkc,Kucong,,21.2078,21.2078,100.97,100.97
3420,lkd,Lakondê,,-13.2396,-13.2396,-59.9925,-59.9925
3421,lke,Kenyi,,1.35,0.938,33.238,33.72
3422,lkh,Lakha,,27.782,27.534,90.182,90.485
3423,lki,Laki,,34.339,32.961,46.908,48.971
3424,lkj,Remun,,1.336,1.161,110.661,110.978
3425,lkl,Laeko-Libuat,,-3.653,-3.738,142.205,142.268
3426,lkn,Lakon,,-14.152,-14.277,167.417,167.527
3428,lkr,Päri,,5.172,5.015,32.393,32.571
3429,lks,Olushisa,,0.1529,0.1529,34.5708,34.5708
3430,lkt,Lakota,,49.425,43.003,-106.647,-100.075
3431,lky,Lokoya,,4.803,4.587,32.019,32.505
3432,lla,Lala-Roba,,9.947,9.824,12.012,12.326
3433,llb,Lolo,,-16.518,-17.562,35.147,36.743
3434,lld,Ladin,,46.702,46.508,11.803,11.986
3435,llf,Hermit,,-1.52891,-1.52891,145.075,145.075
3436,llg,Lole,,-10.705,-10.863,123.017,123.153
3437,llh,Lamu,,25.8,25.8,100.15,100.15
3438,lli,Teke-Laali,,-3.073,-3.549,13.094,13.446
3439,llk,Lelak,,4.179,3.755,113.91,114.28
3440,lll,Lilau,,-4.296,-4.404,144.95,145.03
3441,llm,Lasalimu,,-5.168,-5.265,123.066,123.192
3442,llo,Khlor,,15.741,15.58,106.499,106.713
3443,llp,Efate, North,,-16.867,-17.629,168.214,168.569
3444,llq,Lolak,,1.0,0.784,123.994,124.239
3445,lls,Lithuanian Sign Language,,55.2487,55.2487,23.8814,23.8814
3446,llu,Lau,,-7.873,-9.679,160.598,161.551
3447,llx,Lauan,,-17.002,-20.676,-179.537,-178.213
3448,lma,Limba, East,,10.112,8.096,-13.297,-11.535
3449,lmb,Merei,,-15.239,-15.333,166.836,166.975
3450,lmc,Limilngan,,-12.221,-12.739,131.599,132.091
3451,lmd,Lumun,,10.846,10.815,30.235,30.271
3452,lme,Pévé,,9.479,8.436,13.995,15.107
3453,lmf,Lembata, South,,-8.415,-8.579,123.481,123.582
3454,lmg,Lamogai,,-5.624,-6.118,149.101,149.54
3455,lmh,Lambichhong,,27.088,27.016,87.187,87.246
3456,lmi,Lombi,,1.102,-0.061,26.197,28.064
3457,lmj,Lembata, West,,-8.4,-8.589,123.195,123.4
3458,lmk,Lamkang,,24.126,23.886,93.926,94.091
3459,lml,Hano,,-15.461,-15.625,168.129,168.206
3460,lmm,Lamam,,14.444,14.262,107.221,107.45
3461,lmn,Lambadi,,20.51,14.318,75.449,80.817
3462,lmo,Lombard,,46.635,44.675,8.364,11.423
3463,lmp,Limbum,,6.712,6.246,10.585,11.197
3464,lmq,Lamatuka,,-8.341,-8.448,123.545,123.626
3465,lmr,Lamalera,,-8.517,-8.587,123.394,123.49
3466,lmu,Lamenu,,-16.572,-16.649,168.145,168.197
3467,lmv,Lomaiviti,,-17.244,-18.118,178.669,179.447
3468,lmw,Miwok, Lake,,39.039,38.939,-122.697,-122.545
3469,lmx,Laimbue,,6.385,6.178,10.068,10.217
3470,lmy,Lamboya,,-9.644,-9.798,119.265,119.423
3471,lmz,Lumbee,,35.6171,35.6171,-78.4531,-78.4531
3472,lna,Langbashe,,5.599,4.19,19.153,20.662
3473,lnb,Mbalanhu,,-19.593,-19.593,16.617,16.617
3474,lnd,Lun Bawang,,5.054,3.621,115.144,116.099
3475,lnh,Lanoh,,5.518,4.518,100.792,101.18
3476,lni,Daantanai',,-6.413,-6.455,155.699,155.796
3477,lnj,Leningitij,,-20,-20,145,145
3478,lnl,Banda, South Central,,5.447,4.211,20.905,22.512
3479,lnm,Langam,,-4.285,-4.366,143.903,143.947
3480,lnn,Lorediakarkar,,-15.158,-15.239,166.963,167.11
3481,lns,Lamnso',,6.695,6.007,10.551,11.558
3482,lnu,Longuda,,9.871,9.649,11.715,11.961
3483,lnz,Lonzo,,-4.292,-4.871,16.321,17.131
3484,loa,Loloda,,2.293,1.667,127.492,127.977
3485,lob,Lobi,,10.793,9.085,-3.921,-2.881
3486,loc,Inonhan,,12.547,12.032,121.255,122.139
3487,loe,Saluan,,-0.197,-1.619,121.845,123.349
3488,lof,Logol,,10.994,10.967,31.111,31.136
3489,log,Logo,,3.859,2.861,28.981,30.585
3490,loh,Narim,,4.894,4.716,33.232,33.43
3491,loi,Loma,,9.40172,9.40172,-3.47051,-3.47051
3492,loj,Lou,,-2.368,-2.445,147.301,147.39
3493,lok,Loko,,9.574,8.967,-12.393,-11.924
3494,lol,Mongo-Nkundu,,2.16,-4.398,16.556,22.891
3495,lon,Lomwe, Malawi,,-14.973,-16.558,35.0,35.867
3496,loo,Lombo,,1.142,0.552,24.075,25.154
3497,lop,Lopa,,10.624,10.317,4.349,4.749
3498,loq,Lobala,,2.834,1.431,18.048,18.686
3499,lor,Téén,,9.969,9.47,-3.859,-3.188
3500,los,Loniu,,-2.055,-2.084,147.315,147.361
3501,lot,Otuho,,4.807,3.756,32.015,33.314
3502,lou,Louisiana Creole French,,30.678,29.935,-93.349,-90.443
3503,lov,Lopi,,25.0833,25.0833,97.0833,97.0833
3504,low,Lobu, Tampias,,5.817,5.658,116.691,116.886
3505,lox,Loun,,-2.847,-2.904,128.89,128.933
3506,loy,Lowa,,29.278,28.775,83.629,84.163
3507,loz,Lozi,,-14.629,-18.12,22.414,26.406
3508,lpa,Lelepa,,-17.579,-17.616,168.195,168.226
3509,lpe,Lepki,,-3.901,-4.316,140.258,140.67
3511,lpo,Lipo,,27.02,26.448,100.708,101.999
3512,lpx,Lopit,,4.867,4.496,32.576,32.93
3513,lra,Bakati', Rara,,1.745,0.732,109.284,109.778
3514,lrc,Luri, Northern,,34.446,31.792,46.908,49.231
3515,lrg,Laragia,,-12.326,-12.591,130.72,131.027
3517,lrk,Loarki,,26.095,26.095,68.715,68.715
3518,lrl,Lari,,27.6436,27.6436,54.6345,54.6345
3520,lrn,Lorang,,-6.284,-6.318,134.391,134.428
3521,lro,Laro,,11.472,11.311,30.285,30.48
3522,lrr,Lorung, Southern,,26.968,26.89,87.366,87.425
3523,lrt,Malay, Larantuka,,-8.4746,-8.4746,122.7619,122.7619
3524,lrv,Larevat,,-16.086,-16.198,167.325,167.448
3525,lrz,Lemerig,,-13.7427,-13.7427,167.436,167.436
3526,lsa,Lasgerdi,,35.466,35.305,52.922,53.091
3527,lsd,Lishana Deni,,31.7745,31.7745,35.2225,35.2225
3528,lse,Lusengo,,0.783,-0.424,17.771,18.519
3529,lsg,Lyons Sign Language,,48.5642,48.5642,2.36811,2.36811
3530,lsh,Lish,,27.7686,27.7686,92.1838,92.1838
3531,lsi,Lashi,,26.356,25.507,97.94,98.699
3532,lsl,Latvian Sign Language,,56.9335,56.9335,24.4931,24.4931
3533,lsm,Olusamia,,0.3652,0.3652,34.0335,34.0335
3534,lso,Laos Sign Language,,18.387,18.387,104.518,104.518
3536,lsr,Aruop,,-3.436,-3.487,142.451,142.505
3537,lss,Lasi,,25.355,25.304,66.882,66.946
3541,ltn,Latundê,,-13.2396,-13.2396,-59.9925,-59.9925
3542,lto,Olutsotso,,0.2975,0.2975,34.6961,34.6961
3544,ltu,Latu,,-3.39,-3.435,128.645,128.69
3545,ltz,Luxembourgeois,,50.185,49.299,5.68,6.601
3546,lua,Luba-Kasai,,-4.591,-7.285,20.576,24.308
3547,lub,Luba-Katanga,,-5.743,-10.85,23.59,28.194
3548,luc,Aringa,,3.793,3.313,31.067,31.547
3549,lud,Ludian,,62.758,60.941,33.189,34.281
3550,lue,Luvale,,-10.911,-16.099,18.847,24.709
3551,luf,Laua,,-10.147,-10.176,149.241,149.274
3552,lug,Ganda,,1.612,-0.995,31.03,33.396
3553,lui,Luiseño,,33.402,33.229,-117.081,-116.797
3554,luj,Luna,,-4.759,-5.378,23.171,23.767
3555,luk,Lunanakha,,28.201,28.043,90.007,90.244
3556,lul,Olu'bo,,4.756,4.493,31.799,32.022
3557,lum,Luimbi,,-10.384,-12.494,16.655,18.422
3558,lun,Lunda,,-6.909,-13.253,17.865,26.169
3559,luo,Dholuo,,0.313,-1.564,33.983,35.326
3560,lup,Lumbu,,-2.465,-4.141,9.692,12.167
3561,luq,Lucumi,,22.9514,22.9514,-82.441,-82.441
3562,lur,Laura,,-9.361,-9.517,118.985,119.396
3563,lus,Mizo,,24.46,21.634,92.198,93.353
3564,lut,Lushootseed,,48.483,48.369,-122.561,-122.471
3565,luu,Lumba-Yakkha,,27.256,27.182,87.272,87.358
3566,luv,Luwati,,23.634,23.63,58.489,58.494
3567,luw,Luo,,5.9072,5.9072,9.91259,9.91259
3568,luz,Luri, Southern,,31.36,29.61,49.782,51.895
3569,lva,Makuv'a,,-8.344,-8.426,127.193,127.284
3570,lvk,Lavukaleve,,-8.966,-9.16,158.742,159.374
3572,lvu,Levuka,,-8.414,-8.554,123.367,123.513
3573,lwa,Lwalu,,-6.839,-7.576,21.782,22.438
3574,lwe,Lewo Eleng,,-8.224,-8.435,123.561,123.742
3576,lwh,Lachi, White,,22.844,22.604,104.527,104.792
3577,lwl,Lawa, Eastern,,19.114,18.918,98.706,98.817
3578,lwm,Laomian,,20.8542,20.8542,99.9862,99.9862
3579,lwo,Luwo,,8.044,7.111,27.626,28.649
3580,lwt,Lewotobi,,-8.476,-8.644,122.659,122.836
3581,lww,Lewo,,-16.582,-16.846,168.182,168.487
3582,lya,Layakha,,28.182,27.962,89.557,89.879
3583,lyg,Lyngngam,,25.35,25.35,91.05,91.05
3584,lyn,Luyana,,-14.589,-15.769,13.218,23.986
3585,lzl,Litzlitz,,-16.088,-16.176,167.368,167.462
3587,lzz,Laz,,41.785,40.876,40.92,42.58
3588,maa,Mazatec, San Jerónimo Tecóatl,,18.313,18.126,-96.948,-96.819
3589,mab,Mixtec, Yutanduchi,,17.065,16.987,-97.276,-97.182
3590,mad,Madura,,-5.057,-8.65,111.471,115.897
3591,mae,Bo-Rukul,,8.984,8.886,8.843,8.967
3592,maf,Mafa,,11.147,10.628,13.675,14.064
3593,mag,Magahi,,26.194,24.021,84.356,86.311
3594,mah,Marshallese,,14.655,4.575,160.953,172.162
3595,mai,Maithili,,27.584,25.593,84.573,87.457
3596,maj,Mazatec, Jalapa de Díaz,,18.161,18.027,-96.582,-96.414
3597,mak,Makasar,,-4.705,-5.706,119.35,120.326
3598,mal,Malayalam,,13.256,8.248,71.884,77.167
3599,mam,Mam,,15.786,15.097,-92.261,-91.491
3600,maq,Mazatec, Chiquihuitlán,,18.095,18.018,-96.707,-96.625
3601,mar,Marathi,,21.651,15.759,72.659,80.674
3602,mas,Maasai,,0.59,-5.952,34.657,38.745
3603,mat,Matlatzinca, San Francisco,,19.4,19.317,-100.102,-100.015
3604,mau,Mazatec, Huautla,,18.376,18.11,-96.849,-96.599
3605,mav,Sateré-Mawé,,-2.996,-4.204,-57.408,-56.342
3606,maw,Mampruli,,10.665,9.923,-1.444,-0.05
3607,max,Malay, North Moluccan,,-0.842,-1.114,128.074,128.395
3608,maz,Mazahua, Central,,19.977,19.491,-100.246,-99.791
3609,mba,Higaonon,,8.72,8.54,124.922,125.22
3610,mbb,Manobo, Western Bukidnon,,7.876,7.51,124.603,125.047
3611,mbc,Macushi,,4.858,3.001,-61.379,-58.887
3612,mbd,Manobo, Dibabawon,,8.106,7.664,125.683,126.353
3613,mbe,Molale,,44.556,44.556,-122.857,-122.857
3614,mbf,Malay, Baba,,2.212,1.291,102.241,103.891
3615,mbh,Mangseng,,-5.582,-6.157,150.563,150.796
3616,mbi,Manobo, Ilianen,,7.622,7.042,124.397,125.135
3617,mbj,Nadëb,,-0.948,-1.9,-67.251,-65.825
3618,mbk,Malol,,-3.098,-3.135,142.213,142.275
3619,mbl,Maxakalí,,-16.683,-17.2,-41.148,-40.43
3620,mbm,Ombamba,,-2.368,-3.186,13.488,13.746
3621,mbn,Macaguán,,6.547,6.118,-71.87,-70.665
3622,mbo,Mbo,,5.356,4.862,9.713,10.142
3623,mbp,Malayo,,11.087,10.766,-73.553,-73.258
3624,mbq,Maisin,,-9.166,-9.574,148.611,149.319
3625,mbr,Nukak Makú,,2.775,2.023,-71.74,-70.582
3626,mbs,Manobo, Sarangani,,6.75,5.555,125.287,126.254
3627,mbt,Manobo, Matigsalug,,7.986,7.45,124.997,125.323
3628,mbu,Mbula-Bwazza,,9.693,9.476,12.103,12.385
3629,mbv,Mbulungish,,10.991,10.69,-14.817,-14.657
3630,mbw,Maring,,-5.318,-5.572,144.475,144.81
3631,mby,Memoni,,24.853,24.853,67.007,67.007
3632,mbz,Mixtec, Amoltepec,,16.698,16.602,-97.535,-97.369
3633,mca,Maka,,-24.778,-25.175,-57.613,-57.126
3634,mcb,Machiguenga,,-10.759,-12.74,-73.368,-71.161
3635,mcc,Bitur,,-8.423,-8.631,142.561,142.859
3636,mcd,Sharanahua,,-4.874,-11.281,-72.818,-69.95
3637,mce,Mixtec, Itundujia,,16.903,16.653,-97.702,-97.493
3638,mcf,Matsés,,-5.157,-6.096,-73.345,-71.931
3639,mcg,Mapoyo,,6.173,5.763,-67.417,-67.099
3640,mch,Maquiritari,,6.488,3.046,-65.99,-63.271
3641,mci,Mesem,,-6.421,-6.621,147.018,147.256
3642,mcj,Mvanip,,6.79,6.724,11.132,11.237
3643,mck,Mbunda,,-12.993,-16.679,21.082,24.204
3644,mcl,Macaguaje,,0.49999,0.49999,-75.8333,-75.8333
3645,mcm,Malaccan Creole Portuguese,,-2,-2,129,129
3646,mcn,Masana,,10.904,9.898,14.919,16.153
3647,mco,Mixe, Coatlán,,17.033,16.802,-95.613,-95.319
3648,mcp,Makaa,,4.671,3.249,12.03,13.595
3649,mcq,Ese,,-8.969,-9.27,148.203,148.549
3650,mcr,Menya,,-7.016,-7.292,145.904,146.237
3651,mcs,Mambai,,9.683,9.339,13.871,14.08
3652,mct,Mengisa,,4.669,4.505,11.25,11.54
3653,mcu,Mambila, Cameroon,,6.738,6.326,11.139,11.7
3654,mcv,Minanibai,,-7.481,-7.791,143.867,144.155
3655,mcw,Mawa,,11.888,11.666,18.164,18.436
3656,mcx,Mpiemo,,3.874,1.873,15.021,16.129
3657,mcy,Watut, South,,-6.958,-7.114,146.31,146.509
3658,mcz,Mawan,,-5.205,-5.24,145.558,145.619
3659,mda,Mada,,9.137,8.916,8.26,8.422
3660,mdb,Morigi,,-7.409,-7.847,143.674,144.079
3661,mdc,Male,,-5.471,-5.529,145.73,145.784
3662,mdd,Mbum,,8.233,4.939,12.629,15.556
3663,mde,Maba,,14.604,12.659,20.203,21.575
3664,mdf,Moksha,,55.143,53.729,42.175,45.951
3665,mdg,Massalat,,13.631,13.392,19.622,19.864
3666,mdh,Maguindanaon,,7.451,6.581,124.014,125.003
3667,mdi,Mamvu,,3.464,2.372,28.273,29.7
3668,mdj,Mangbetu,,3.743,1.512,25.706,29.185
3669,mdk,Mangbutu,,3.171,2.509,29.371,30.101
3670,mdl,Maltese Sign Language,,35.907,35.907,14.4824,14.4824
3671,mdm,Mayogo,,3.289,2.287,27.575,29.247
3672,mdn,Mbati,,4.203,3.725,17.435,18.071
3673,mdp,Mbala,,-3.565,-6.002,17.121,18.961
3674,mdq,Mbole,,0.152,-1.878,22.946,25.142
3675,mdr,Mandar,,-0.955,-3.573,118.774,119.51
3676,mds,Maria,,-9.511,-10.134,148.041,148.565
3677,mdt,Mbere,,0.223,-0.917,13.596,15.135
3678,mdu,Mboko,,0.846,0.237,14.684,15.399
3679,mdv,Mixtec, Santa Lucía Monteverde,,17.055,16.939,-97.687,-97.568
3680,mdw,Mbosi,,-0.806,-1.636,15.057,16.007
3681,mdx,Dizin,,6.439,5.884,35.109,35.798
3682,mdz,Suruí do Pará,,-5.788,-6.068,-48.799,-48.377
3683,mea,Menka,,5.989,5.9,9.653,9.731
3684,meb,Ikobi-Mena,,-6.926,-7.326,143.134,144.102
3685,mec,Mara,,-14.613,-14.912,134.277,135.453
3686,med,Melpa,,-5.268,-5.969,144.079,144.6
3687,mee,Mengen,,-5.06,-5.865,151.083,152.129
3688,mef,Megam,,25.1292,25.1292,91.6132,91.6132
3689,meg,Mea (retired),true,-21.409,-21.558,165.704,165.839
3690,meh,Mixtec, Southwestern Tlaxiaco,,17.088,16.903,-97.886,-97.709
3691,mei,Midob,,14.969,14.596,26.974,27.473
3692,mej,Meyah,,-0.714,-1.7,133.084,134.151
3693,mek,Mekeo,,-7.843,-8.774,146.346,146.826
3694,mel,Melanau, Central,,4.588,2.04,111.157,114.187
3695,mem,Mangala,false,-18.77,-20.53,120.563,126.16
